code,description,abc_class,description1,description2,description3,apn,group_code,brand,condition_code,default_conversion_factor,issue_ctrl,stk_licences_rebate_flag,pack_weight,title,stock_status,sales_type,user_only_alpha20_1,user_only_alpha20_2,user_only_alpha4_1,user_only_alpha4_2,user_only_alpha4_3,user_only_alpha4_4,user_only_date1,user_only_date2,user_only_num1,user_only_num2,user_only_num3,user_only_num4,pronto_user_group,pronto_user_group_1,saleability,visibility,uom,pack_size,updated_at,created_at,prices,notes,alternative_products,companion_products,inventory_quantities,uoms,categories
FLX-FLX50,FLEXTONE VENGEANCE FLX50 HANDHELD ECALL,,FLEXTONE VENGEANCE FLX50,HANDHELD ECALL,,616376507052,FLX,FLEXTONE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,4.0,03:30 08-Mar-2025,08:58 02-Feb-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '70.565', 'ex_tax': '64.15', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '70.565', 'ex_tax': '64.15'}}",,,,"{'warehouse': '1', 'quantity': '41.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1AO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|FLX|FLX|flextone|FLEXTONE
14936,"FrogLube FrogWipes, zip lock pouch",,"FrogLube FrogWipes, zip lock",pouch,,736211149367,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '14.476', 'ex_tax': '13.16', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '14.476', 'ex_tax': '13.16'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|chemicals|FROG|FROG|FROGLUBE
14736,"FrogLube Paste, pail 1 gal bucket",,"FrogLube Paste, pail 1 gal",bucket,,736211147363,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '326.326', 'ex_tax': '296.66', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '326.326', 'ex_tax': '296.66'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|chemicals|FROG|FROG|FROGLUBE
15016,"FrogLube Paste, pail 5 gal bucket",,"FrogLube Paste, pail 5 gal",bucket,,736211150165,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1577.279', 'ex_tax': '1433.89', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1577.279', 'ex_tax': '1433.89'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|FROG|FROG|FROGLUBE
15263,"FrogLube Extreme Liquid, 1 oz spray bottle",,"FrogLube Extreme Liquid, 1 oz",spray bottle,,736211152633,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '16.214', 'ex_tax': '14.74', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '16.214', 'ex_tax': '14.74'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|chemicals|FROG|FROG|FROGLUBE
15249,"FrogLube Extreme Liquid, 1 gallon jug",,"FrogLube Extreme Liquid, 1",gallon jug,,736211152497,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '525.767', 'ex_tax': '477.97', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '525.767', 'ex_tax': '477.97'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",500_0|chemicals|FROG|FROG|FROGLUBE
15026,"FrogLube Extreme Liquid, 5 gallon jug",,"FrogLube Extreme Liquid, 5",gallon jug,,736211150264,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '2599.795', 'ex_tax': '2363.45', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '2599.795', 'ex_tax': '2363.45'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|FROG|FROG|FROGLUBE
15207,"FrogLube Gun Cleaning Kit, Basic Kit",,"FrogLube Gun Cleaning Kit,",Basic Kit,,736211152077,FROG,FROGLUBE,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:38 01-May-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '47.146', 'ex_tax': '42.86', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '47.146', 'ex_tax': '42.86'}}",,,,"{'warehouse': '1', 'quantity': '24.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|cleaning-kits|FROG|FROG|FROGLUBE
SWA-SWED72CASE,CASE for ED72,,CASE for ED72,,,,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:17 14-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '122.309', 'ex_tax': '111.19', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '122.309', 'ex_tax': '111.19'}}",,,,"{'warehouse': '1', 'quantity': '3.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|SKY|SKY|SKYWATCHER
SWA-CASEED100,Aluminium Case for Evostar 100ED,,Aluminium Case for Evostar,100ED,,9334046005905,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '157.872', 'ex_tax': '143.52', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '157.872', 'ex_tax': '143.52'}}",,,,"{'warehouse': '1', 'quantity': '2.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|cases|SKY|SKY|SKYWATCHER
SWA-LE16,"Ultra Wide 16mm 1.25"" Eyepiece 65° AFOV",,"Ultra Wide 16mm 1.25""",Eyepiece 65° AFOV,,9334046007039,SKY,SKYWATCHER,T,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,12:55 13-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '90.475', 'ex_tax': '82.25', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '90.475', 'ex_tax': '82.25'}}","{'type': '**', 'note': 'ultra wide angle degree inch skywatcher'}",,,"{'warehouse': '1', 'quantity': '20.0'}{'warehouse': 'IO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.43', 'width': '0.43', 'depth': '0.19'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '12.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|end-of-line-clearance|SKYWATCHER
SWA-LE8,"UWA 8mm 1.25"" Eyepiece 58° AFOV",,"UWA 8mm 1.25"" Eyepiece 58°",AFOV,,9334046002690,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:56 12-Feb-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '90.475', 'ex_tax': '82.25', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '90.475', 'ex_tax': '82.25'}}","{'type': '**', 'note': 'ultra wide angle degree inch skywatcher'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '1A', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ler|SKY|SKY|SKYWATCHER
SWAZ3-R,AZ3-R Mount with Tripod,,AZ3-R Mount with Tripod,,,9334046004106,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:08 10-May-2017,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '242.473', 'ex_tax': '220.43', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '242.473', 'ex_tax': '220.43'}}","{'type': '**', 'note': 'az3r skywatcher'}",,,"{'warehouse': '1', 'quantity': '2.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|mounts|az|skywatcher|SKY|SKY|SKYWATCHER
SW150NSD-R,150/750 Star Discovery Pro Newtonian Telescope (SynScan HC),,150/750 Star Discovery Pro,Newtonian Telescope,(SynScan HC),9334046003680,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:06 19-Aug-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '817.399', 'ex_tax': '743.09', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '817.399', 'ex_tax': '743.09'}}","{'type': '**', 'note': 'goto reflector 6"" skywatcher wifi'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.78', 'width': '0.365', 'depth': '0.33'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '6.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",star-discovery|GoTo|Reflectors|1000_0|SKY|SKY|SKYWATCHER
SWA-SR-C1,C1 Shutter Release Cable Canon EOS 60D 1000D 300D,,C1 Shutter Release Cable Canon,EOS 60D 1000D 300D,,9334046002317,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '6.809', 'ex_tax': '6.19', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '6.809', 'ex_tax': '6.19'}}","{'type': '**', 'note': 'star adventurer skywatcher'}",,,"{'warehouse': '1', 'quantity': '53.0'}{'warehouse': '4', 'quantity': '2.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|snap-cable|SKY|SKY|SKYWATCHER
20-6723-00,"DUST COVER, PLASTIC, LX90",,"DUST COVER, PLASTIC, LX90",,,,MEAD,MEADE,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:27 29-Sep-2016,"{'debtor': '210326', 'breaks': [{'price_rule': '22', 'currency_code': '', 'inc_tax': '0.0', 'ex_tax': '0.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '0.0', 'ex_tax': '0.0'}}",,,,"{'warehouse': '1', 'quantity': '3.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|MEAD|MEAD|MEADE
04-6705-00,"BATTERY DOOR, LX90",,"BATTERY DOOR, LX90",,,,MEAD,MEADE,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:47 29-Sep-2016,"{'debtor': '210326', 'breaks': [{'price_rule': '22', 'currency_code': '', 'inc_tax': '0.0', 'ex_tax': '0.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '0.0', 'ex_tax': '0.0'}}",,,,"{'warehouse': '1', 'quantity': '4.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|MEAD|MEAD|MEADE
STRIKEONEMAGSS,ARSENAL STRIKE ONE 10RND MAG GREY BASE,,ARSENAL STRIKE ONE 10RND MAG,GREY BASE,,,ARS,ARSENAL,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:55 11-May-2018,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '75.9', 'ex_tax': '69.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '75.9', 'ex_tax': '69.0'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARS|ARS|ARSENAL
21352L,ARMADILLO MERINO JOHNNIES LONG JOHN BOTTOMS W/FLY LARGE,,ARMADILLO MERINO JOHNNIES LONG,JOHN BOTTOMS W/FLY LARGE,,5055527009543,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:51 10-Apr-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '67.584', 'ex_tax': '61.44', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '67.584', 'ex_tax': '61.44'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARMA|ARMA|armadillo|ARMADILLO
11606XL,ARMADILLO MERINO STAMINA BOOT SOCK BLACK X/LARGE,,ARMADILLO MERINO STAMINA BOOT,SOCK BLACK X/LARGE,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:56 10-Apr-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '17.479', 'ex_tax': '15.89', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '17.479', 'ex_tax': '15.89'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARMA|ARMA|armadillo|ARMADILLO
21305-S/M,ARMADILLO MERINO BALACLAVA BLACK SMALL/MEDIUM,,ARMADILLO MERINO BALACLAVA,BLACK SMALL/MEDIUM,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,18:28 06-May-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '29.975', 'ex_tax': '27.25', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '29.975', 'ex_tax': '27.25'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARMA|ARMA|armadillo|ARMADILLO
21305-L/XL,ARMADILLO MERINO BALACLAVA BLACK LARGE/XLARGE,,ARMADILLO MERINO BALACLAVA,BLACK LARGE/XLARGE,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,18:28 06-May-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '29.975', 'ex_tax': '27.25', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '29.975', 'ex_tax': '27.25'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARMA|ARMA|armadillo|ARMADILLO
11302-01-0,HIPPO - UNISEX SHORT NECK TUBE BLK,,HIPPO - UNISEX SHORT NECK TUBE,BLK,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:07 25-Jun-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '13.2', 'ex_tax': '12.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '13.2', 'ex_tax': '12.0'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ARMA|ARMA|ARMADILLO
31013M,ARMADILLO MERINO FR JAGUAR FR LONGSLEEVE MOCK NECK BLACK M,,ARMADILLO MERINO FR JAGUAR FR,LONGSLEEVE MOCK NECK BLACK M,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:17 10-Dec-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '168.619', 'ex_tax': '153.29', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '168.619', 'ex_tax': '153.29'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|ARMA|ARMA|armadillo|ARMADILLO
31352M,ARMADILLO MERINO FR JOHNNIES FR LONG BOTTOMS BLACK M,,ARMADILLO MERINO FR JOHNNIES,FR LONG BOTTOMS BLACK M,,,ARMA,ARMADILLO,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:18 10-Dec-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '131.934', 'ex_tax': '119.94', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '131.934', 'ex_tax': '119.94'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|ARMA|ARMA|armadillo|ARMADILLO
AXOR-BAG,AXOR CARRY BAG,,AXOR CARRY BAG,,,,AXOR,AXOR,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:56 25-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '31.9', 'ex_tax': '29.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '31.9', 'ex_tax': '29.0'}}",,,,"{'warehouse': '1', 'quantity': '460.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|AXOR|AXOR|AXOR
