title,URL
FFSP Clinical Counselor/ FAP Case Manager,https://www.usajobs.gov:443/GetJob/ViewDetails/832248100
Counseling Psychologist (Substance Abuse),https://www.usajobs.gov:443/GetJob/ViewDetails/829509400
CLINICAL COUNSELOR NF4 (COMMUNITY) - ALL TIERS,https://www.usajobs.gov:443/GetJob/ViewDetails/825414200
Counseling Advocacy and Prevention Supervisor,https://www.usajobs.gov:443/GetJob/ViewDetails/830437400
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830603400
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830607400
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830734800
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831105500
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831105700
FFSP Associate Generalist Counselor (Advocate),https://www.usajobs.gov:443/GetJob/ViewDetails/831653100
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831743600
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831918800
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831919300
Dentist (Chief Dental Officer),https://www.usajobs.gov:443/GetJob/ViewDetails/831698500
"Dentist (Chief, Dental Officer)",https://www.usajobs.gov:443/GetJob/ViewDetails/831699400
PHARMACIST,https://www.usajobs.gov:443/GetJob/ViewDetails/831411300
Assistant Chief of Staff,https://www.usajobs.gov:443/GetJob/ViewDetails/831753000
"Dentist (Chief, Dental Officer)",https://www.usajobs.gov:443/GetJob/ViewDetails/831296900
Dentist (Chief Dental Officer),https://www.usajobs.gov:443/GetJob/ViewDetails/832015400
Advanced Practice Nurse (Psychiatric),https://www.usajobs.gov:443/GetJob/ViewDetails/826031100
Mission Support Division Chief,https://www.usajobs.gov:443/GetJob/ViewDetails/831981100
Magistrate Judge Courtroom Deputy,https://www.usajobs.gov:443/GetJob/ViewDetails/780360800
NURSE (COMMUNITY HEALTH),https://www.usajobs.gov:443/GetJob/ViewDetails/830771900
Program Specialist (Human Resources),https://www.usajobs.gov:443/GetJob/ViewDetails/831579400
SEXUAL ASSAULT PREVENTION & RESPONSE VICTIM ADVOCATE,https://www.usajobs.gov:443/GetJob/ViewDetails/831010700
LAW CLERK,https://www.usajobs.gov:443/GetJob/ViewDetails/823554700
Dietitian,https://www.usajobs.gov:443/GetJob/ViewDetails/824143700
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/832203900
Court Attorney (Elbow Law Clerk for PROMESA Cases),https://www.usajobs.gov:443/GetJob/ViewDetails/832217100
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/832220400
Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/832221000
CLINICAL COUNSELOR (FAMILY ADVOCACY) NF4 - TIER II/III,https://www.usajobs.gov:443/GetJob/ViewDetails/830906600
Child & Youth Program Assistant (SUMMER CAMP COUNSELOR),https://www.usajobs.gov:443/GetJob/ViewDetails/831569300
Licensed Professional Mental Health Counselor - BHIP,https://www.usajobs.gov:443/GetJob/ViewDetails/832062300
Licensed Professional Mental Health Counselor (LPMHC),https://www.usajobs.gov:443/GetJob/ViewDetails/830671300
Licensed Professional Mental Health Counselor (LPMHC),https://www.usajobs.gov:443/GetJob/ViewDetails/830672800
Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830730700
Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830730900
Licensed Professional Mental Health Counselor (LPMHC),https://www.usajobs.gov:443/GetJob/ViewDetails/831477200
Licensed Professional Mental Health Counselor - PCMHI,https://www.usajobs.gov:443/GetJob/ViewDetails/831772500
Licensed Professional Mental Health Counselor - PCMHI,https://www.usajobs.gov:443/GetJob/ViewDetails/831773700
Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831938500
Dietitian,https://www.usajobs.gov:443/GetJob/ViewDetails/824259100
Advanced Practice Nurse (Psychiatric),https://www.usajobs.gov:443/GetJob/ViewDetails/826031000
SUPERVISORY IT SPECIALIST (PLCYPLN/SYSANALYSIS),https://www.usajobs.gov:443/GetJob/ViewDetails/831912800
Supervisory General Supply Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/832154200
Pharmacist,https://www.usajobs.gov:443/GetJob/ViewDetails/768730000
Pharmacist,https://www.usajobs.gov:443/GetJob/ViewDetails/768730500
Commercial Sponsorship Program Coordinator NF-03,https://www.usajobs.gov:443/GetJob/ViewDetails/826736700
SUPERVISORY SECURITY SPECIALIST,https://www.usajobs.gov:443/GetJob/ViewDetails/831668600
Blind Rehabilitation Specialist - Certified Low Vision Therapist (CLVT),https://www.usajobs.gov:443/GetJob/ViewDetails/828420600
"Instructor (NCO, Air Force) JROTC",https://www.usajobs.gov:443/GetJob/ViewDetails/830978000
SUPERVISORY PROGRAM  MANAGER,https://www.usajobs.gov:443/GetJob/ViewDetails/831330400
Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/832011100
SUBSTANCE ASSESMENT COUNSELING CENTER SUPERVISOR NF-4,https://www.usajobs.gov:443/GetJob/ViewDetails/832065000
"SUBSTANCE ABUSE CLINICAL COUNSELOR, NF-04/RFT, CAMP FOSTER, OKINAWA, JAPAN",https://www.usajobs.gov:443/GetJob/ViewDetails/832121500
Licensed Professional Mental Health Counselor (HUD-VASH),https://www.usajobs.gov:443/GetJob/ViewDetails/832069100
Licensed Professional Mental Health Counselor (HUD-VASH),https://www.usajobs.gov:443/GetJob/ViewDetails/832069400
"CLINICAL SPECIALIST TIER I, COMMUNITY COUNSELING CENTER NF4",https://www.usajobs.gov:443/GetJob/ViewDetails/831752400
Licensed Professional Mental Health Counselor (LPMHC) - RRTP,https://www.usajobs.gov:443/GetJob/ViewDetails/832073800
Licensed Professional Mental Health Counselor (LPMHC) - RRTP,https://www.usajobs.gov:443/GetJob/ViewDetails/832073900
Licensed Professional Mental Health Counselor - Admissions Case Manager,https://www.usajobs.gov:443/GetJob/ViewDetails/822303800
Supervisory Licensed  Professional Mental Health  Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831843200
Supervisory Licensed  Professional Mental Health  Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831843600
Senior Licensed Professional Mental Health Counselor -HUD/VASH,https://www.usajobs.gov:443/GetJob/ViewDetails/815013600
Senior Licensed Professional Mental Health Counselor -HUD/VASH,https://www.usajobs.gov:443/GetJob/ViewDetails/815015200
SUPERVISORY CLINICAL COUNSELOR NF4* (RFT) FAMILY ADVOCACY PROGRAM,https://www.usajobs.gov:443/GetJob/ViewDetails/830544400
Licensed Professional Mental Health Counselor Program Manger,https://www.usajobs.gov:443/GetJob/ViewDetails/831386900
Licensed Professional Mental Health Counselor Program Manager,https://www.usajobs.gov:443/GetJob/ViewDetails/831387400
"FAMILY ADVOCACY PROGRAM CLINICAL COUNSELOR (TIER II/III), NF-0101-04",https://www.usajobs.gov:443/GetJob/ViewDetails/832055300
Rehabilitation Counselor (Vocational Rehabilitation Service),https://www.usajobs.gov:443/GetJob/ViewDetails/832139800
Clinical Counselor | Family Advocacy Program NF4 Regular Full-Time,https://www.usajobs.gov:443/GetJob/ViewDetails/829461000
CLINICAL SUPERVISOR NF4* (RFT) COMMUNITY COUNSELING CENTER PROGRAM,https://www.usajobs.gov:443/GetJob/ViewDetails/831011100
Licensed Professional Mental Health Counselor (BHIP) - EDRP Approved,https://www.usajobs.gov:443/GetJob/ViewDetails/831085900
Licensed Professional Mental Health Counselor (Care Coordinator),https://www.usajobs.gov:443/GetJob/ViewDetails/831350300
INTERDISCIPLINARY PSYCHOLOGIST / SOCIAL WORKER (NON-MEDICAL CLINICAL COUNSELOR),https://www.usajobs.gov:443/GetJob/ViewDetails/831673500
INTERDISCIPLINARY PSYCHOLOGIST / SOCIAL WORKER (NON-MEDICAL CLINICAL COUNSELOR),https://www.usajobs.gov:443/GetJob/ViewDetails/831673600
Licensed Professional Mental Health Counselor (ICMHR-RANGE) - EDRP Approved,https://www.usajobs.gov:443/GetJob/ViewDetails/782932800
Licensed Professional Mental Health Counselor (ICMHR-RANGE) - EDRP Approved,https://www.usajobs.gov:443/GetJob/ViewDetails/782938600
Licensed Professional Mental Health Counselor - Mental Health Service,https://www.usajobs.gov:443/GetJob/ViewDetails/830110200
Licensed Professional Mental Heath Counselor (Program Coordinator) - RRTP,https://www.usajobs.gov:443/GetJob/ViewDetails/831881000
Licensed Professional Mental Heath Counselor (Program Coordinator) - RRTP,https://www.usajobs.gov:443/GetJob/ViewDetails/831881100
2026 Summer Internship – Office of the General Counsel – National Capitol Region,https://www.usajobs.gov:443/GetJob/ViewDetails/831678400
Trial Attorney (Office of Immigration Litigation-District Court National Security),https://www.usajobs.gov:443/GetJob/ViewDetails/831629700
Licensed Professional Mental Health Counselor - Substance Use Disorder Program (SUDP),https://www.usajobs.gov:443/GetJob/ViewDetails/831704100
Licensed Professional Mental Health Counselor - Substance Use Disorder Program (SUDP),https://www.usajobs.gov:443/GetJob/ViewDetails/831705000
Licensed Professional Mental Health Counselor (Program Manager) - Vet Center Director,https://www.usajobs.gov:443/GetJob/ViewDetails/832089100
Licensed Professional Mental Health Counselor (Program Manager) - Vet Center Director,https://www.usajobs.gov:443/GetJob/ViewDetails/832089300
Supervisory Attorney Advisor,https://www.usajobs.gov:443/GetJob/ViewDetails/830237400
Supv Attorney Adviser (MIL),https://www.usajobs.gov:443/GetJob/ViewDetails/830590200
Attorney-Adviser (International),https://www.usajobs.gov:443/GetJob/ViewDetails/831120700
Special Counsel to the Chief Judge of the Court of Appeals (13/14/15),https://www.usajobs.gov:443/GetJob/ViewDetails/831349600
Child Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831381600
Attorney-Advisor AMC Honors Program,https://www.usajobs.gov:443/GetJob/ViewDetails/790966600
ATTORNEY (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/832161800
CLINICAL COUNSELOR COMMUNITY COUNSELING CENTER NF4,https://www.usajobs.gov:443/GetJob/ViewDetails/831663700
General Counsel and Associate Register of Copyrights,https://www.usajobs.gov:443/GetJob/ViewDetails/831569900
ATTORNEY-ADVISOR (GENERAL)(Title 32),https://www.usajobs.gov:443/GetJob/ViewDetails/829705600
ATTORNEY-ADVISER (GENERAL)(Title 32),https://www.usajobs.gov:443/GetJob/ViewDetails/831994000
FFSP Clinical Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831371500
Clinical Counselor (Interdisciplinary),https://www.usajobs.gov:443/GetJob/ViewDetails/831381900
Rehabilitation Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/802880800
Rehabilitation Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/802883800
Rehabilitation Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/819329200
Substance Abuse Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831311700
Substance Abuse Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831444300
Counseling and Advocacy Program Supervisor,https://www.usajobs.gov:443/GetJob/ViewDetails/832126300
Trial Attorney (Federal Programs Branch),https://www.usajobs.gov:443/GetJob/ViewDetails/831604300
Counseling Psychologist (Substance Abuse),https://www.usajobs.gov:443/GetJob/ViewDetails/831270500
Counseling Psychologist (Substance Abuse),https://www.usajobs.gov:443/GetJob/ViewDetails/828786600
Assistant United States Attorney (AUSA),https://www.usajobs.gov:443/GetJob/ViewDetails/831945600
Senior Employee Assistance Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/831628400
SOCIAL WORKER (COMMUNITY COUNSELOR),https://www.usajobs.gov:443/GetJob/ViewDetails/822066900
Attorney-Adviser (Contract),https://www.usajobs.gov:443/GetJob/ViewDetails/829912200
ATTORNEY-ADVISER (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/830773700
General Attorney,https://www.usajobs.gov:443/GetJob/ViewDetails/830644000
General Attorney,https://www.usajobs.gov:443/GetJob/ViewDetails/831309500
ATTORNEY-ADVISOR (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/831833700
Attorney-Adviser (Contract),https://www.usajobs.gov:443/GetJob/ViewDetails/831757600
ATTORNEY -ADVISER (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/831058300
ATTORNEY-ADVISER,https://www.usajobs.gov:443/GetJob/ViewDetails/829658200
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/830245400
ATTORNEY-ADVISER (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/831702200
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/830598600
ATTORNEY-ADVISOR (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/822901100
ATTORNEY-ADVISER (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/831303300
SUPV ATTORNEY-ADVISER (GENERAL),https://www.usajobs.gov:443/GetJob/ViewDetails/830121100
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/831102400
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/829113700
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/831118500
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/831252300
Attorney-Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/830788300
ATTORNEY ADVISOR,https://www.usajobs.gov:443/GetJob/ViewDetails/830991600
Attorney-Adviser (International-Military),https://www.usajobs.gov:443/GetJob/ViewDetails/829222500
Attorney Adviser (General),https://www.usajobs.gov:443/GetJob/ViewDetails/831546000
Volunteer Law Student (Clerk),https://www.usajobs.gov:443/GetJob/ViewDetails/794209200
Trial Attorney (Appellate),https://www.usajobs.gov:443/GetJob/ViewDetails/831612500
Attorney-Adviser (international/Military,https://www.usajobs.gov:443/GetJob/ViewDetails/829222100
"Legislative Attorney (Constitutional Law, Administrative Law, or Courts and Civil Procedure)",https://www.usajobs.gov:443/GetJob/ViewDetails/812125100
Licensed Professional Mental Health Counselor - Primary Care and Mental Health Integration,https://www.usajobs.gov:443/GetJob/ViewDetails/831743500
Director of Standards of Conduct Office,https://www.usajobs.gov:443/GetJob/ViewDetails/829946400
Mental Health Service Senior Social Worker /Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830926500
Mental Health Service Senior Social Worker /Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830929300
Mental Health Service Senior Social Worker /Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830930200
Mental Health Service Senior Social Worker /Senior Licensed Professional Mental Health Counselor,https://www.usajobs.gov:443/GetJob/ViewDetails/830930600
Licensed Professional Mental Health Counselor-Residential Rehabilitation Treatment Program (RRTP),https://www.usajobs.gov:443/GetJob/ViewDetails/832109300
Licensed Professional Mental Health Counselor-Residential Rehabilitation Treatment Program (RRTP),https://www.usajobs.gov:443/GetJob/ViewDetails/832109400
Student Trainee (Legal),https://www.usajobs.gov:443/GetJob/ViewDetails/831761200
Legal Administrative Assistant,https://www.usajobs.gov:443/GetJob/ViewDetails/793762800
MANAGEMENT ANALYST,https://www.usajobs.gov:443/GetJob/ViewDetails/831581900
Investigator,https://www.usajobs.gov:443/GetJob/ViewDetails/831189400
Supervisory Cytotechnologist,https://www.usajobs.gov:443/GetJob/ViewDetails/832218700
Courtroom Deputy,https://www.usajobs.gov:443/GetJob/ViewDetails/780361200
Legal Internship/Externship Program,https://www.usajobs.gov:443/GetJob/ViewDetails/828395800
Probation Services Assistant,https://www.usajobs.gov:443/GetJob/ViewDetails/830954300
Program Manager,https://www.usajobs.gov:443/GetJob/ViewDetails/831686400
Human Resources Specialist (Military),https://www.usajobs.gov:443/GetJob/ViewDetails/831464400
Supervisory Medical Support Assistant,https://www.usajobs.gov:443/GetJob/ViewDetails/828617800
SUPERVISORY HUMAN RESOURCES SPECIALIST,https://www.usajobs.gov:443/GetJob/ViewDetails/831454100
Public Notice for Direct Hire (Contract Specialist),https://www.usajobs.gov:443/GetJob/ViewDetails/822763700
Heavy Mobile Equipment Repairer Supervisor,https://www.usajobs.gov:443/GetJob/ViewDetails/831868800
Video Communications Teacher,https://www.usajobs.gov:443/GetJob/ViewDetails/831351100
0400 Mixed Teacher/Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/831352600
SAFETY AND OCCUPATIONAL HEALTH SPECIALIST,https://www.usajobs.gov:443/GetJob/ViewDetails/831599400
Mixed Secondary Teacher,https://www.usajobs.gov:443/GetJob/ViewDetails/831638500
Third Grade Teacher,https://www.usajobs.gov:443/GetJob/ViewDetails/831638600
TRANSPORTATION ASSISTANT (PERSONAL PROPERTY),https://www.usajobs.gov:443/GetJob/ViewDetails/831779600
TRANSPORTATION ASSISTANT (PERSONAL PROPERTY),https://www.usajobs.gov:443/GetJob/ViewDetails/831780300
Health System Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/831821200
Supervisory Diagnostic Radiologic Technologist,https://www.usajobs.gov:443/GetJob/ViewDetails/801173100
Paralegal Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/831161700
COMMUNICATIONS ASSISTANT PROFESSOR,https://www.usajobs.gov:443/GetJob/ViewDetails/828279400
TRANSPORTATION ASSISTANT (PERSONAL PROPERTY/INSPECTOR),https://www.usajobs.gov:443/GetJob/ViewDetails/831528300
Assistant Federal Defender,https://www.usajobs.gov:443/GetJob/ViewDetails/822597500
Physician Assistant-DE,https://www.usajobs.gov:443/GetJob/ViewDetails/832161900
Physician Assistant-ESEP/MP,https://www.usajobs.gov:443/GetJob/ViewDetails/832162600
Physician Assistant,https://www.usajobs.gov:443/GetJob/ViewDetails/826311300
Blind Rehabilitation Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/831075400
Physician (Family Practice),https://www.usajobs.gov:443/GetJob/ViewDetails/831136600
SUPERVISORY FINANCIAL MANAGEMENT ANALYST,https://www.usajobs.gov:443/GetJob/ViewDetails/831640800
SUPERVISORY SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/831750700
SUPERVISORY GENERAL ENGINEER,https://www.usajobs.gov:443/GetJob/ViewDetails/831242500
SUPERVISORY ACCOUNTANT,https://www.usajobs.gov:443/GetJob/ViewDetails/831704000
U.S. Pretrial Services Officer,https://www.usajobs.gov:443/GetJob/ViewDetails/798967100
Supervisory Diagnostic Radiologic Technologist,https://www.usajobs.gov:443/GetJob/ViewDetails/801171300
CLINICAL PSYCHOLOGIST,https://www.usajobs.gov:443/GetJob/ViewDetails/828150000
SUPERVISORY PROSTHETIC REPRESENTATIVE,https://www.usajobs.gov:443/GetJob/ViewDetails/831460200
Audiologist,https://www.usajobs.gov:443/GetJob/ViewDetails/827618000
